"Sample Date","Facility","Species","Salvage","Acrefeet"
2023-03-12,SWP,26,0,18384
2023-04-16,CVP,26,0,3364
2022-01-08,CVP,26,0,8340
2021-12-21,CVP,26,0,1814
2022-08-04,CVP,26,0,5367
2022-11-02,CVP,26,0,1829
2023-02-15,SWP,26,0,6132
2023-01-17,CVP,26,0,6957
2022-07-27,SWP,26,0,1274
2022-12-14,CVP,26,0,2931
2023-03-14,CVP,26,0,8444
2022-03-31,CVP,26,0,3054
2022-11-28,SWP,26,0,809
2022-05-17,CVP,26,0,1807
2022-09-24,CVP,26,0,5403
2022-06-10,SWP,26,0,271
2023-01-03,SWP,26,0,5970
2022-01-21,CVP,26,0,8109
2022-06-27,SWP,26,0,637
2023-03-19,CVP,26,0,8611
2022-05-29,CVP,26,0,1815
2022-12-03,SWP,26,NS,0
2022-01-28,CVP,26,0,6496
2022-07-23,SWP,26,0,1046
2022-11-27,SWP,26,0,800
2022-04-14,CVP,26,0,1779
2022-08-28,CVP,26,0,5385
2022-10-28,CVP,26,0,1805
2022-11-22,CVP,26,0,3609
2022-12-01,SWP,26,0,615
2022-06-28,SWP,26,0,182
2022-12-11,CVP,26,0,1592
2022-06-21,SWP,26,0,467
2022-08-25,CVP,26,0,5390
2023-03-10,CVP,26,0,7586
2022-02-14,SWP,26,0,1661
2022-12-24,CVP,26,0,1795
2023-02-23,CVP,26,0,6943
2022-06-28,CVP,26,0,1827
2021-12-22,CVP,26,0,1813
2022-10-06,SWP,26,0,991
2022-01-05,CVP,26,0,6898
2021-11-20,SWP,26,NS,0
2023-02-12,CVP,26,4,8266
2022-03-09,SWP,26,0,821
2022-10-18,SWP,26,0,1088
2022-01-20,CVP,26,0,8113
2022-08-08,SWP,26,0,1101
2022-08-14,CVP,26,0,5383
2022-12-22,SWP,26,0,1013
2022-04-25,CVP,26,0,1789
2021-12-15,SWP,26,0,5112
2022-06-06,SWP,26,0,467
2022-03-13,CVP,26,0,1553
2023-01-28,CVP,26,0,8327
2022-12-10,SWP,26,0,1477
2022-07-07,SWP,26,0,1272
2022-03-22,CVP,26,0,1778
2023-02-03,CVP,26,0,8410
2022-12-31,CVP,26,0,6860
2022-10-16,SWP,26,0,915
2021-12-05,CVP,26,0,1829
2023-02-18,CVP,26,4,6944
2022-07-22,SWP,26,0,1046
2022-09-11,CVP,26,0,3617
2023-03-03,SWP,26,0,11729
2023-03-18,CVP,26,0,8609
2022-06-20,SWP,26,0,467
2022-07-20,SWP,26,0,1047
2022-10-10,CVP,26,0,1795
2023-02-09,SWP,26,0,8786
2022-02-08,SWP,26,0,1886
2023-04-26,CVP,26,0,5341
2023-01-07,SWP,26,0,3140
2022-01-28,SWP,26,0,5097
2022-11-15,SWP,26,0,961
2022-07-31,CVP,26,0,5373
2022-02-21,CVP,26,0,1802
2022-03-24,CVP,26,0,1794
2021-12-19,SWP,26,0,10453
2022-01-13,CVP,26,0,8054
2022-02-25,CVP,26,0,1587
2022-06-25,CVP,26,0,1832
2022-11-16,SWP,26,0,1034
2022-12-28,CVP,26,0,1800
2023-02-08,CVP,26,0,6121
2022-06-13,CVP,26,0,1808
2023-03-31,SWP,26,0,10299
2022-08-17,CVP,26,0,5398
2022-03-20,SWP,26,0,1040
2022-06-04,SWP,26,0,455
2023-04-28,SWP,26,0,10448
2023-01-13,CVP,26,0,8052
2023-03-30,CVP,26,0,8517
2022-03-20,CVP,26,0,1789
2022-02-10,SWP,26,NS,0
2023-03-16,SWP,26,0,14760
2023-04-12,CVP,26,0,3369
2022-08-23,SWP,26,0,1333
2022-09-08,SWP,26,0,1322
2023-01-07,CVP,26,4,6901
2022-05-31,SWP,26,0,467
2022-08-07,CVP,26,0,5360
2023-03-17,CVP,26,0,8523
2022-03-21,CVP,26,0,1795
2022-12-22,CVP,26,0,3578
2023-02-18,SWP,26,0,2996
2023-04-21,CVP,26,0,3345
2022-03-16,SWP,26,0,624
2023-02-08,SWP,26,4,7717
2022-07-21,SWP,26,0,1046
2022-05-06,CVP,26,0,1816
2022-07-26,CVP,26,0,5359
2022-05-25,CVP,26,0,1814
2021-11-10,CVP,26,0,4208
2022-05-26,CVP,26,0,1820
2023-03-05,CVP,26,0,8316
2022-02-19,CVP,26,0,3372
2022-04-09,CVP,26,0,1783
2023-02-05,SWP,26,0,11908
2023-03-18,SWP,26,0,13272
2023-03-30,SWP,26,0,9732
2022-07-07,CVP,26,0,3579
2023-01-10,CVP,26,0,7058
2022-01-10,SWP,26,0,2939
2022-05-07,SWP,26,0,584
2022-07-03,CVP,26,0,3618
2021-12-26,SWP,26,0,1668
2022-06-07,CVP,26,0,1794
2021-11-25,SWP,26,NS,0
2021-12-22,SWP,26,0,2556
2022-04-15,CVP,26,0,1783
2022-09-07,SWP,26,0,1322
2021-11-19,CVP,26,0,5438
2022-03-29,CVP,26,0,4416
2021-11-01,SWP,26,0,13709
2023-04-25,SWP,26,0,6786
2021-11-22,CVP,26,0,5423
2022-03-01,CVP,26,0,1672
2021-11-12,CVP,26,0,6397
2022-01-22,CVP,26,0,8219
2022-06-15,CVP,26,0,1807
2022-08-26,CVP,26,0,5374
2022-05-16,SWP,26,NS,0
2022-06-02,SWP,26,0,476
2022-05-01,SWP,26,0,830
2023-03-31,CVP,26,0,8543
2022-11-10,SWP,26,0,2958
2023-02-10,SWP,26,0,8036
2022-09-22,SWP,26,0,3041
2023-01-08,SWP,26,0,3773
2022-07-13,CVP,26,0,5368
2022-08-05,SWP,26,0,1176
2023-01-05,CVP,26,0,6950
2023-02-23,SWP,26,0,3791
2023-04-05,SWP,26,0,11919
2022-05-18,CVP,26,0,1794
2022-05-10,SWP,26,0,603
2022-05-23,CVP,26,0,1788
2022-11-07,CVP,26,0,1821
2022-08-06,SWP,26,0,1092
2023-04-02,SWP,26,0,10281
2022-09-14,SWP,26,0,2166
2022-01-13,SWP,26,0,3365
2022-03-10,CVP,26,0,1691
2022-08-14,SWP,26,0,1400
2022-03-27,SWP,26,0,608
2022-04-09,SWP,26,0,830
2022-08-16,SWP,26,0,1333
2023-03-25,SWP,26,0,13272
2022-04-06,SWP,26,0,1695
2022-02-11,CVP,26,0,3353
2023-02-14,CVP,26,4,8360
2023-04-01,CVP,26,0,6986
2021-11-30,SWP,26,0,818
2022-03-21,SWP,26,0,1010
2022-09-30,CVP,26,0,5390
2022-07-31,SWP,26,0,1092
2022-04-15,SWP,26,0,1030
2022-12-29,SWP,26,0,10545
2022-04-19,CVP,26,0,1785
2023-03-17,SWP,26,0,13641
2023-04-23,CVP,26,0,4765
2022-07-16,CVP,26,0,5380
2022-11-29,CVP,26,0,1787
2022-08-03,SWP,26,0,1104
2022-09-13,CVP,26,0,5372
2022-02-04,CVP,26,0,3576
2023-02-10,CVP,26,0,8172
2022-11-22,SWP,26,0,603
2022-12-13,SWP,26,0,2404
2022-12-19,CVP,26,0,3563
2023-01-11,CVP,26,0,6978
2023-03-03,CVP,26,0,8308
2023-04-13,SWP,26,0,8149
2022-07-23,CVP,26,0,5397
2022-10-18,CVP,26,0,1811
2021-12-06,SWP,26,0,615
2021-11-05,SWP,26,NS,0
2022-03-17,SWP,26,0,1034
2022-12-05,SWP,26,0,606
2023-04-01,SWP,26,0,10281
2023-04-22,SWP,26,0,8837
2023-02-27,SWP,26,0,5269
2022-03-07,CVP,26,0,1620
2022-08-29,SWP,26,0,1333
2023-03-07,CVP,26,0,8485
2022-07-11,SWP,26,0,1074
2022-11-19,CVP,26,0,3595
2022-07-04,CVP,26,0,3575
2022-09-12,CVP,26,0,5363
2023-01-12,CVP,26,0,7496
2022-05-08,SWP,26,0,603
2022-05-05,SWP,26,0,893
2022-09-03,CVP,26,0,3595
2023-03-28,CVP,26,0,7082
2022-04-10,SWP,26,0,1034
2021-12-01,SWP,26,NS,0
2022-08-13,CVP,26,0,5377
2022-02-15,CVP,26,0,3366
2021-11-12,SWP,26,0,11087
2022-06-14,SWP,26,0,373
2023-02-19,CVP,26,0,6956
2022-03-15,CVP,26,0,5261
2022-04-22,CVP,26,0,1784
2022-09-17,CVP,26,0,5388
2022-06-05,SWP,26,0,467
2022-09-16,CVP,26,0,5382
2022-04-08,SWP,26,0,1046
2022-06-01,CVP,26,0,1801
2022-09-30,SWP,26,0,913
2023-04-09,SWP,26,0,8206
2022-09-27,CVP,26,0,5366
2021-12-02,SWP,26,0,1171
2022-05-16,CVP,26,0,1815
2022-12-04,SWP,26,0,603
2021-12-18,CVP,26,0,8163
2022-05-06,SWP,26,0,1045
2022-11-25,SWP,26,0,1476
2022-11-02,SWP,26,0,495
2022-11-12,SWP,26,0,2226
2022-03-01,SWP,26,NS,0
2021-12-14,SWP,26,0,6485
2022-09-28,SWP,26,0,903
2022-12-20,SWP,26,0,2072
2023-02-09,CVP,26,0,7456
2022-08-06,CVP,26,0,5368
2023-01-06,SWP,26,0,2316
2022-07-08,CVP,26,0,3593
2022-09-14,CVP,26,0,5389
2023-01-27,CVP,26,0,7150
2023-04-27,CVP,26,0,5341
2022-06-19,SWP,26,0,467
2022-06-05,CVP,26,0,1800
2022-01-29,SWP,26,0,5112
2023-04-03,SWP,26,0,10273
2022-05-26,SWP,26,0,913
2021-11-11,SWP,26,0,12014
2022-04-11,CVP,26,0,1786
2022-07-05,SWP,26,0,728
2023-04-13,CVP,26,0,3364
2022-05-28,SWP,26,0,560
2022-10-17,SWP,26,0,901
2021-12-14,CVP,26,0,5181
2022-10-22,SWP,26,0,992
2022-04-11,SWP,26,0,1034
2022-01-02,SWP,26,0,3387
2022-10-05,CVP,26,0,1784
2022-11-10,CVP,26,0,3596
2023-01-21,CVP,26,0,7153
2022-09-16,SWP,26,0,1374
2022-10-13,CVP,26,0,1820
2023-03-11,CVP,26,0,8481
2022-01-24,SWP,26,0,2991
2022-01-23,SWP,26,0,3377
2022-12-10,CVP,26,0,1587
2021-12-29,CVP,26,0,5171
2021-12-17,CVP,26,0,8190
2022-10-19,CVP,26,0,1811
2022-12-23,CVP,26,0,1806
2021-12-09,SWP,26,0,809
2022-08-23,CVP,26,0,5337
2023-03-02,SWP,26,4,9157
2021-12-25,SWP,26,0,1024
2022-07-24,SWP,26,0,1047
2021-12-05,SWP,26,0,578
2022-05-11,SWP,26,0,1464
2022-08-28,SWP,26,0,1333
2022-01-31,SWP,26,0,5121
2022-05-01,CVP,26,0,1793
2022-12-09,SWP,26,NS,0
2021-12-04,CVP,26,0,1834
2022-01-30,SWP,26,0,5112
2022-04-26,SWP,26,0,1060
2022-09-02,SWP,26,0,1065
2022-04-05,CVP,26,0,1795
2022-02-09,CVP,26,0,3584
2022-12-27,SWP,26,0,8716
2022-12-12,CVP,26,0,1590
2022-07-05,CVP,26,0,3601
2023-02-03,SWP,26,0,11274
2022-05-19,SWP,26,NS,0
2022-02-07,SWP,26,0,1673
2022-05-02,SWP,26,0,1031
2021-12-27,SWP,26,0,1464
2021-11-10,SWP,26,0,10202
2022-09-07,CVP,26,0,3600
2023-04-04,CVP,26,0,6945
2022-07-06,SWP,26,0,1272
2023-01-15,SWP,26,0,9278
2022-01-12,SWP,26,0,3365
2022-06-26,CVP,26,0,1832
2022-09-20,SWP,26,0,1372
2021-11-21,CVP,26,0,5434
2022-01-03,SWP,26,0,5142
2023-03-12,CVP,26,0,8175
2023-02-01,CVP,26,0,8183
