"StationCode","Tag","dist_km"
"23-35-SB01","RBP",22.7388347648319
"23-35-SB02","RBP",12.6429978208661
"23-35-SB05","RBP",19.8438600180013
"23-35-SB07","RBP",31.4838095116625
"23-35-SD01","RBP",23.0746212024588
"23-35-SD02","RBP",30.4273123959169
"23-35-SD03","RBP",20.6382250993909
"23-35-SD04","RBP",35.0400540957138
"23-35-SD05","RBP",15.4169047558312
"23-35-SSC01","RBP",45.5489898732231
"23-35-SSC02","RBP",50.1853859762909
"23-35-SSC03","RBP",16.6737590053235
"23-35-WD01","RBP",41.8915259582897
"23-35-WD02","RBP",51.4871103705612
"23-35-WD05","RBP",56.2856385079851
"23-36-CS01","RBP",18.2722871427474
"23-36-CS03","RBP",23.1628463018496
"23-36-CS05","RBP",20.0208152801713
"23-36-LSJ01","RBP",21.2388347648319
"23-36-LSJ02","RBP",9.0612698372208
"23-36-LSJ03","RBP",11.6331998462214
"23-36-LSJ04","RBP",12.8669047558312
"23-36-LSJ05","RBP",12.3648232278141
"23-36-LSJ06","RBP",7.85416305603427
"23-36-LSR01","RBP",3.0142135623731
"23-36-LSR03","RBP",6.79325035256028
"23-36-LSR04","RBP",4.85477272147526
"23-36-LSR05","RBP",0.694974746830583
"23-36-LSR06","RBP",10.1139610306789
"23-36-LSR07","RBP",4.84264068711929
"23-36-SB01","RBP",12.1796464556281
"23-36-SB02","RBP",26.9545201897811
"23-36-SB03","RBP",33.2820851173922
"23-36-SB04","RBP",23.4737590053236
"23-36-SB05","RBP",35.3480230740355
"23-36-SB07","RBP",32.8513239329347
"23-36-SD01","RBP",25.8708152801713
"23-36-SD02","RBP",27.2752308678997
"23-36-SD04","RBP",20.8817279836453
"23-36-SD06","RBP",11.9476659402887
"23-36-SD07","RBP",23.2660425586961
"23-36-SM01","RBP",33.004877323528
"23-36-SM02","RBP",34.5040151263927
"23-36-SM03","RBP",36.459650045003
"23-36-SSC01","RBP",48.7768073325282
"23-36-SSC02","RBP",43.4797510576806
"23-36-SSC03","RBP",29.3814754519512
"23-36-WD01","RBP",42.3915259582897
"23-36-WD02","RBP",49.9507142674933
"23-36-WD03","RBP",52.9492424049171
"23-37-CS02","RBP",18.0687337521541
"23-37-CS04","RBP",20.1072113832392
"23-37-CS07","RBP",21.1944696834423
"23-37-LSJ01","RBP",9.56629509039022
"23-37-LSJ02","RBP",11.8648232278141
"23-37-LSJ03","RBP",24.2066017177982
"23-37-LSJ04","RBP",13.2633513652379
"23-37-LSJ05","RBP",16.6118795026618
"23-37-LSJ06","RBP",18.966042558696
"23-37-LSR01","RBP",10.2518289963229
"23-37-LSR02","RBP",9.05893577750951
"23-37-LSR03","RBP",7.53259018078046
"23-37-LSR04","RBP",3.99852813742386
"23-37-LSR05","RBP",7.68111831820432
"23-37-LSR06","RBP",1.60208152801713
"23-37-LSR07","RBP",4.55918830920368
"23-37-SB01","RBP",33.2045201897812
"23-37-SB02","RBP",33.8613744392735
"23-37-SB05","RBP",32.0166522241371
"23-37-SB12","RBP",18.2852813742385
"23-37-SD01","RBP",22.1296464556282
"23-37-SD02","RBP",29.7222871427475
"23-37-SD03","RBP",16.5947222151364
"23-37-SD04","RBP",18.977564927611
"23-37-SD05","RBP",32.2379725676967
"23-37-SM01","RBP",40.2703102167828
"23-37-SM02","RBP",36.6282791951046
"23-37-SM03","RBP",33.9755880016466
"23-37-SSC01","RBP",40.9690908859008
"23-37-SSC02","RBP",59.0516810666811
"23-37-SSC03","RBP",18.3530483272049
"23-37-WD01","RBP",52.2149278298664
"23-38-CS03","RBP",20.1279220613579
"23-38-CS04","RBP",26.1492424049175
"23-38-LSJ01","RBP",19.5296464556282
"23-38-LSJ02","RBP",24.1823376490863
"23-38-LSJ03","RBP",11.8095454429505
"23-38-LSJ04","RBP",11.7612698372208
"23-38-LSJ05","RBP",13.3290367901872
"23-38-LSJ06","RBP",12.1509667991878
"23-38-LSR01","RBP",2.00563491861041
"23-38-LSR02","RBP",1.86568542494924
"23-38-LSR03","RBP",5.74619407771256
"23-38-LSR04","RBP",8.8175144212722
"23-38-LSR05","RBP",0.712132034355964
"23-38-LSR06","RBP",4.35121933088198
"23-38-SB01","RBP",16.5024386617639
"23-38-SB02","RBP",13.8760930650348
"23-38-SB03","RBP",36.7137084989847
