"StationCode","TowNumber","SampleDate","EDSM_Count","Survey","Salvage","Acrefeet","SKT_Catch","SurveyNumber","Tag","FirstDayRelease","Total","Release.Method","Count","DaysSinceRelease","dist_km"
"23-22-SM01",1,2022-12-27,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,28,15.5074639149333
"23-22-SM01",2,2022-12-27,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,28,15.5074639149333
"23-22-SM01",3,2022-12-27,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,28,15.5074639149333
"23-22-SM01",4,2022-12-27,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,28,15.5074639149333
"23-22-SM04",1,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,34.2291413922398
"23-22-SM04",2,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,34.2291413922398
"23-22-SM04",3,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,34.2291413922398
"23-22-SM04",4,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,34.2291413922398
"23-22-SM05",1,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,33.8883297014435
"23-22-SM05",2,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,33.8883297014435
"23-22-SM05",3,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,33.8883297014435
"23-22-SM05",4,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,33.8883297014435
"23-22-SM06",1,2022-12-27,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,28,37.0924927574776
"23-22-SM06",2,2022-12-27,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,28,37.0924927574776
"23-22-SM08",1,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,31.9755880016466
"23-22-SM08",2,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,31.9755880016466
"23-22-SM08",3,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,31.9755880016466
"23-22-SM08",4,2022-12-28,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,29,31.9755880016466
"23-23-CS01",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,23.5308657865101
"23-23-CS01",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,23.5308657865101
"23-23-CS01",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,23.5308657865101
"23-23-CS01",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,23.5308657865101
"23-23-CS02",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,22.5400540957138
"23-23-CS02",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,22.5400540957138
"23-23-CS02",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,22.5400540957138
"23-23-CS02",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,22.5400540957138
"23-23-CS03",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,23.9199530830362
"23-23-CS03",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,23.9199530830362
"23-23-LSJ01",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.4373629022557
"23-23-LSJ01",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.4373629022557
"23-23-LSJ01",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.4373629022557
"23-23-LSJ01",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.4373629022557
"23-23-LSJ02",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,14.6974134085945
"23-23-LSJ02",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,14.6974134085945
"23-23-LSJ02",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,14.6974134085945
"23-23-LSJ02",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,14.6974134085945
"23-23-LSJ03",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,24.7066017177982
"23-23-LSJ03",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,24.7066017177982
"23-23-LSJ03",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,24.7066017177982
"23-23-LSJ03",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,24.7066017177982
"23-23-LSJ04",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,12.9047727214752
"23-23-LSJ04",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,12.9047727214752
"23-23-LSJ04",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,12.9047727214752
"23-23-LSJ04",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,12.9047727214752
"23-23-LSJ05",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,13.0716774773064
"23-23-LSJ05",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,13.0716774773064
"23-23-LSJ05",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,13.0716774773064
"23-23-LSJ05",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,13.0716774773064
"23-23-LSJ06",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.7855339059327
"23-23-LSJ06",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.7855339059327
"23-23-LSJ06",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.7855339059327
"23-23-LSJ06",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.7855339059327
"23-23-LSR01",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,11.5796464556281
"23-23-LSR01",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,11.5796464556281
"23-23-LSR01",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,11.5796464556281
"23-23-LSR01",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,11.5796464556281
"23-23-LSR02",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,5.9118795026618
"23-23-LSR02",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,5.9118795026618
"23-23-LSR02",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,5.9118795026618
"23-23-LSR02",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,5.9118795026618
"23-23-LSR03",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,2.3920310216783
"23-23-LSR03",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,2.3920310216783
"23-23-LSR03",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,2.3920310216783
"23-23-LSR03",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,2.3920310216783
"23-23-SB01",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,19.3852813742386
"23-23-SB01",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,19.3852813742386
"23-23-SB01",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,19.3852813742386
"23-23-SB01",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,19.3852813742386
"23-23-SB02",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.8953318805774
"23-23-SB02",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.8953318805774
"23-23-SB02",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.8953318805774
"23-23-SB02",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.8953318805774
"23-23-SB03",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,36.292997820866
"23-23-SB03",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,36.292997820866
"23-23-SB03",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,36.292997820866
"23-23-SB03",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,36.292997820866
"23-23-SB05",1,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.355129855222
"23-23-SB05",2,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.355129855222
"23-23-SB05",3,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.355129855222
"23-23-SB05",4,2023-01-06,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,38,12.355129855222
"23-23-SB06",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,25.0494949366117
"23-23-SB06",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,25.0494949366117
"23-23-SB06",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,25.0494949366117
"23-23-SB06",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,25.0494949366117
"23-23-SB07",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,26.7994949366117
"23-23-SB07",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,26.7994949366117
"23-23-SB07",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,26.7994949366117
"23-23-SB07",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,26.7994949366117
"23-23-SD01",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,44.94543648263
"23-23-SD03",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.6444696834423
"23-23-SD03",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.6444696834423
"23-23-SD03",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.6444696834423
"23-23-SD03",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.6444696834423
"23-23-SD05",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.2944696834423
"23-23-SD05",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.2944696834423
"23-23-SD05",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.2944696834423
"23-23-SD05",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,28.2944696834423
"23-23-SM01",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,36.6575685169859
"23-23-SM01",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,36.6575685169859
"23-23-SM01",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,36.6575685169859
"23-23-SM01",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,36.6575685169859
"23-23-SM03",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,18.6873629022557
"23-23-SM03",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,18.6873629022557
"23-23-SM03",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,18.6873629022557
"23-23-SM03",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,18.6873629022557
"23-23-SM06",1,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,34.8125937701554
"23-23-SM06",2,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,34.8125937701554
"23-23-SM06",3,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,34.8125937701554
"23-23-SM06",4,2023-01-03,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,35,34.8125937701554
"23-23-SSC01",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,37.2134559672905
"23-23-SSC01",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,37.2134559672905
"23-23-SSC01",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,37.2134559672905
"23-23-SSC01",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,37.2134559672905
"23-23-SSC02",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,19.5358910396795
"23-23-SSC02",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,19.5358910396795
"23-23-SSC02",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,19.5358910396795
"23-23-SSC02",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,19.5358910396795
"23-23-SSC03",1,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,28.1072113832393
"23-23-SSC03",2,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,28.1072113832393
"23-23-SSC03",3,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,28.1072113832393
"23-23-SSC03",4,2023-01-05,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,37,28.1072113832393
"23-24-CS01",1,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,23.7986327394765
"23-24-CS01",2,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,23.7986327394765
"23-24-CS01",3,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,23.7986327394765
"23-24-CS01",4,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,23.7986327394765
"23-24-CS02",1,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,18.1808657865101
"23-24-CS02",2,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,18.1808657865101
"23-24-CS02",3,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,18.1808657865101
"23-24-CS02",4,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,18.1808657865101
"23-24-CS03",1,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,21.2314754519511
"23-24-CS03",2,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,21.2314754519511
"23-24-CS03",3,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,21.2314754519511
"23-24-LSJ01",1,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,9.14411254969542
"23-24-LSJ01",2,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,9.14411254969542
"23-24-LSJ01",3,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,9.14411254969542
"23-24-LSJ01",4,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,9.14411254969542
"23-24-LSJ02",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.5494949366116
"23-24-LSJ02",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.5494949366116
"23-24-LSJ02",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.5494949366116
"23-24-LSJ02",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.5494949366116
"23-24-LSJ03",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.2873629022557
"23-24-LSJ03",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.2873629022557
"23-24-LSJ03",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.2873629022557
"23-24-LSJ03",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.2873629022557
"23-24-LSJ04",1,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,22.8080735803744
"23-24-LSJ04",2,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,22.8080735803744
"23-24-LSJ04",3,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,22.8080735803744
"23-24-LSJ04",4,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,22.8080735803744
"23-24-LSJ05",1,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,10.1577164466275
"23-24-LSJ05",2,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,10.1577164466275
"23-24-LSJ05",3,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,10.1577164466275
"23-24-LSJ05",4,2023-01-11,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,43,10.1577164466275
"23-24-LSJ06",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3423881554251
"23-24-LSJ06",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3423881554251
"23-24-LSJ06",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3423881554251
"23-24-LSJ06",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3423881554251
"23-24-LSR01",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,4.25979797464467
"23-24-LSR01",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,4.25979797464467
"23-24-LSR01",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,4.25979797464467
"23-24-LSR01",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,4.25979797464467
"23-24-LSR02",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,10.4518289963229
"23-24-LSR02",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,10.4518289963229
"23-24-LSR02",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,10.4518289963229
"23-24-LSR02",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,10.4518289963229
"23-24-LSR03",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,0.603553390593274
"23-24-LSR03",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,0.603553390593274
"23-24-LSR03",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,0.603553390593274
"23-24-LSR03",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,0.603553390593274
"23-24-SB01",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.9695959492893
"23-24-SB01",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.9695959492893
"23-24-SB01",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.9695959492893
"23-24-SB01",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,14.9695959492893
"23-24-SB02",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,15.3501046020526
"23-24-SB02",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,15.3501046020526
"23-24-SB02",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,15.3501046020526
"23-24-SB02",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,15.3501046020526
"23-24-SB03",1,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,34.7400540957138
"23-24-SB03",2,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,34.7400540957138
"23-24-SB03",3,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,34.7400540957138
"23-24-SB03",4,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,34.7400540957138
"23-24-SB04",1,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,35.954520189781
"23-24-SB04",2,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,35.954520189781
"23-24-SB04",3,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,35.954520189781
"23-24-SB04",4,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,35.954520189781
"23-24-SB05",1,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3539105243401
"23-24-SB05",2,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3539105243401
"23-24-SB05",3,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3539105243401
"23-24-SB05",4,2023-01-12,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,44,12.3539105243401
"23-24-SB06",1,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,31.380613254816
"23-24-SB06",2,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,31.380613254816
"23-24-SB06",3,2023-01-13,0,"EDSM",NA,NA,NA,NA,"RBP",2022-11-29,6584,"Soft Release",0,45,31.380613254816
